ID,UTTERANCES,IOB SLOT TAGS
2186,find the producer of moby dick,O O O O B_movie I_movie
2187,producer for the passion of the christ,O O B_movie I_movie I_movie I_movie I_movie
2188,who produced what to expect when you're expecting,O O B_movie I_movie I_movie I_movie I_movie I_movie I_movie
2189,what company is the producer of inception,O O O O O O B_movie
2190,who produced the movie the dark knight,O O O O B_movie I_movie I_movie
2191,who produced lion king,O O B_movie I_movie
2192,i would like to find the producers of the lion king,O O O O O O O O B_movie I_movie I_movie
2193,what company produced sparkle,O O O B_movie
2194,which company produced the terminator,O O O B_movie I_movie
2195,who produced casino royale,O O B_movie I_movie
2196,search mgm studios,O B_producer O
2197,who was the producer for the amazing spiderman,O O O O O B_movie I_movie I_movie
2198,in the movie ants who is the producer,O O O B_movie O O O O
2199,the movie ants was produced by what person,O O B_movie O O O O O
2200,the producers for the movie ants,O O O O O B_movie
2201,who is the producer for the movie ants,O O O O O O O B_movie
2202,find the producer of gone with the wind,O O O O B_movie I_movie I_movie I_movie
2203,producer for gone with the wind,O O B_movie I_movie I_movie I_movie
2204,who produced the movie gone with the wind,O O O O B_movie I_movie I_movie I_movie
2205,who produced the movie,O O O O
2206,who produced the movie,O O O O
2207,who produced this movie,O O O O
2208,search for the producer of mirror,O O O O O B_movie
2209,who was mirror s producer,O O B_movie O O
2210,person produced the blind side,O O B_movie I_movie I_movie
2211,who was the producer for coming to america,O O O O O B_movie I_movie I_movie
2212,search for the producer of step up,O O O O O B_movie I_movie
2213,goto warner brothers,O B_producer I_producer
2214,pixar film studio,B_producer O O
2215,look up the producer of freedom writers,O O O O O B_movie I_movie
2216,who produced godfather,O O B_movie
2217,who produced the godfather,O O O B_movie
2218,show producers who work for miramax,O O O O O B_producer
2219,what type of audience can watch cars,O O O O O O B_movie
2220,is toy story for kids,O B_movie I_movie O O
2221,rating of movie,O O O
2222,what is movie rated,O O O O
2223,show me the rating for the movie,O O O O O O O
2224,what is the mpaa rating for movie,O O O O O O O
2225,what is the reccommended audience for movie,O O O O O O O
2226,can i see this film rating,O O O O O O
2227,what is the parental rating on this movie,O O O O O O O O
2228,what is the rating of movie,O O O O O O
2229,movie rating,O O
2230,what rating did the dark knight rises receive,O O O B_movie I_movie I_movie I_movie O
2231,what is the rating for dark knight,O O O O O B_movie I_movie
2232,rating for dark knight,O O B_movie I_movie
2233,can you tell me whats the rating of movie avatar,O O O O O O O O O B_movie
2234,i need to know the rating of the movie avatar,O O O O O O O O O B_movie
2235,show me the rating of the movie avatar,O O O O O O O B_movie
2236,what is the rating for the movie ants,O O O O O O O B_movie
2237,is hotel transylavania good for adults,O B_movie I_movie O O O
2238,show me the rating for the movie the lord of rings,O O O O O O O B_movie I_movie I_movie I_movie
2239,what age is marley and me appropriate,O O O B_movie I_movie I_movie O
2240,how old should a person be to watch marley and me,O O O O O O O O B_movie I_movie I_movie
2241,what age is appropriate to watch marley and me,O O O O O O B_movie I_movie I_movie
2242,what rating is superman,O O O B_movie
2243,rating for transylvania,O O B_movie
2244,tell me the rating of the movie grease,O O O O O O O B_movie
2245,what is grease rated,O O B_movie O
2246,tell me the rating of the film grease,O O O O O O O B_movie
2247,what is the appropriate age for clueless,O O O O O O B_movie
2248,what is the rating of dirty dancing,O O O O O B_movie I_movie
2249,what is the rating for dirty dancing,O O O O O B_movie I_movie
2250,what rating is freedom writers,O O O B_movie I_movie
2251,what is the rating for house at the end of the street,O O O O O B_movie I_movie I_movie I_movie I_movie I_movie I_movie
2252,what ratings does the house at the end of the street hold,O O O O B_movie I_movie I_movie I_movie I_movie I_movie I_movie O
2253,is it appropriate to take my 16 year old to see land of the lost,O O O O O O O O O O O B_movie I_movie I_movie I_movie
2254,is the movie life is beautiful ok for my six year old to watch,O O O B_movie I_movie I_movie O O O O O O O O
2255,find the rating of the movie step up,O O O O O O B_movie I_movie
2256,rating for the green hornet,O O B_movie I_movie I_movie
2257,show me the film rating for avengers,O O O O O O B_movie
2258,show rating for the film avengers,O O O O O B_movie
2259,show rating of movie avengers,O O O O B_movie
2260,what is the rating for the avenger movie,O O O O O B_movie I_movie O
2261,rating for the avengers,O O B_movie I_movie
2262,what is jurassic park rated,O O B_movie I_movie O
2263,list movie ratings for us movie looper,O O O O B_country O B_movie
2264,show movie ratings for us movie looper,O O O O B_country O B_movie
2265,what audience will watch black swan,O O O O B_movie I_movie
2266,how is a good man in africa's rating,O O B_movie I_movie I_movie I_movie I_movie O O
2267,can i take my 13 year old to see american pie,O O O O O O O O O B_movie I_movie
2268,how old for black swan,O O O B_movie I_movie
2269,what age is black swan appropriate for,O O O B_movie I_movie O O
2270,can you tell me the rating for cabin in the woods,O O O O O O O B_movie I_movie I_movie I_movie
2271,i would like to know the rating for cabin in the woods,O O O O O O O O B_movie I_movie I_movie I_movie
2272,kindly show me the rating for cabin in the woods,O O O O O O B_movie I_movie I_movie I_movie
2273,show me the rating for cabin in the woods,O O O O O B_movie I_movie I_movie I_movie
2274,rating for resident evil,O O B_movie I_movie
2275,show me the rating for the movie romeo must die,O O O O O O O B_movie I_movie I_movie
2276,what's the rating for satyricon,O O O O O B_movie
2277,what restrictions does the campaign film have for viewers,O O O B_movie I_movie O O O O
2278,what is the rating for the movie the campaign,O O O O O O O B_movie I_movie
2279,show me the rating for the movie the expendables 2,O O O O O O O B_movie I_movie I_movie
2280,show me the rating for the movie the mechanic,O O O O O O O B_movie I_movie
2281,can you find out what the movie dredd is rated,O O O O O O O B_movie O O
2282,look up the rating for the movie dredd,O O O O O O O B_movie
2283,search for the rating of the movie dredd,O O O O O O O B_movie
2284,what is the movie rating for die hard,O O O O O O B_movie I_movie
2285,twilight revenue,B_movie O
2286,what was the gross profit for twilight,O O O O O O B_movie
2287,how much did et gross worldwide,O O O B_movie O O
2288,what did et gross,O O B_movie O
2289,what were et's revenues,O O B_movie O O
2290,can you tell me about the revenue generated by the movie avatar,O O O O O O O O O O O B_movie
2291,how much money did avatar make,O O O O B_movie O
2292,how much revenue did the movie avatar generate,O O O O O O B_movie O
2293,tell me about the revenue generated by the movie avatar,O O O O O O O O O B_movie
2294,how much money did pretty woman take in,O O O O B_movie I_movie O O
2295,revenue for pretty woman,O O B_movie I_movie
2296,gross earnings for avengers movie,O O O B_movie O
2297,ticket sales for the movie avengers,O O O O O B_movie
2298,what was the gross earnings for the avengers movie,O O O O O O B_movie I_movie O
2299,how much revenue did the avengers take it,O O O O B_movie I_movie O O
2300,what were the gross receipts for the avengers,O O O O O O B_movie I_movie
2301,can you give me the revenue of the movie titanic,O O O O O O O O O B_movie
2302,how much revenue did titanic make,O O O O B_movie O
2303,profits made by titanic,O O O B_movie
2304,revenue for titanic,O O B_movie
2305,revenue for titanic,O O B_movie
2306,total titanic revenues,O B_movie O
2307,what was the revenue for toy story 3,O O O O O B_movie I_movie I_movie
2308,dark knight revenue,B_movie I_movie O
2309,how much did the dark night generate,O O O B_movie I_movie I_movie O
2310,can i see the lion king's revenue,O O O B_movie I_movie I_movie O O
2311,can i see what the lion king's revenue was,O O O O B_movie I_movie I_movie O O O
